Published_Date,Source,Extracted_Date,Text
2026-01-05,Australian Competition & Consumer Commission,2026-01-05,"WiseTech to divest Expedient following ACCC investigation. The ACCC accepted a court-enforceable undertaking from WiseTech Global (ASX: WTC) and its subsidiary BluJay Solutions (Australia) Pty Ltd on 30 December 2025 to divest Expedient, a logistics software business, following an ACCC investigation."
