Published_Date,Source,Extracted_Date,Text
2026-02-13,Australian Competition & Consumer Commission,2026-02-13,ACCC seeks views on Australia Post's proposed stamp price increase. The ACCC is seeking feedback from businesses and consumers on Australia Post’s draft proposal to increase stamp prices for ordinary small and large letters by 8.8 per cent from mid-2026.
