Published_Date,Source,Extracted_Date,Text
2026-01-21,Australian Competition & Consumer Commission,2026-01-23,"ACCC refers Ampol's acquisition of EG Australia to Phase 2. The ACCC has decided that Ampol Retail Holding Pty Ltd’s (ASX:ALD) acquisition of EG Group Australia and EG AsiaPac Holdings (together, EG Australia) requires further in-depth assessment by the ACCC."
