Published_Date,Source,Extracted_Date,Text
2026-03-05,Australian Competition & Consumer Commission,2026-03-05,"Major airports increase infrastructure investment, but higher costs will likely flow through to passengers. Infrastructure investment at Australia’s four largest airports increased by more than 43 per cent in 2024-25, however consumers could face higher airfares as airports seek to recover their costs by charging airlines more in the coming years, the ACCC’s latest Airport Monitoring Report shows."
