Published_Date,Source,Extracted_Date,Text
2026-03-24,Australian Competition & Consumer Commission,2026-03-25,"ACCC monitoring impact on domestic aviation amid Middle East conflict. The ACCC is closely monitoring Australia’s airline industry in response to unfolding events in the Middle East, a key development observed in its latest Domestic Airline Competition report."
2026-03-24,Australian Competition & Consumer Commission,2026-03-25,"PhotobookShop pays penalties for influencer reviews. Online photobook business Tomsem Consolidated Pty Ltd, trading as PhotobookShop, has paid $39,600 in penalties after the ACCC issued it with two infringement notices for alleged misleading influencer reviews it posted on Instagram."
