Published_Date,Source,Extracted_Date,Text
2026-01-29,Australian Competition & Consumer Commission,2026-01-31,"ACCC decides Coles' acquisition of a supermarket and liquor site in Kalgoorlie, WA is subject to Phase 2 review. The ACCC has decided that Coles Group Limited’s acquisition of a lease for a supermarket and liquor store in Kalgoorlie, WA requires an in-depth assessment."
