Published_Date,Source,Extracted_Date,Text
2026-02-24,Australian Competition & Consumer Commission,2026-02-25,Drone supplier Tekron admits to resale price maintenance. Agricultural drone supplier Drone TK Australia Pty Ltd (trading as Tekron) has admitted to engaging in resale price maintenance by directing certain resellers to not advertise or sell DJI drone products to consumers below a specified price.
